first_name,last_name,birth_year,birth_country,id,edited_first,edited_last
Frank,Biscan,1920.0,USA,biscafr01,frank,biscan
John,Bischoff,1894.0,USA,bischjo01,john,bischoff
Joe,Bisenius,1982.0,USA,bisenjo01,joe,bisenius
Bill,Bishop,1900.0,USA,bishobi02,bill,bishop
Bill,Bishop,1864.0,USA,bishobi01,bill,bishop
Braden,Bishop,1993.0,USA,bishobr01,braden,bishop
Charlie,Bishop,1924.0,USA,bishoch01,charlie,bishop
Frank,Bishop,1856.0,USA,bishofr01,frank,bishop
Jim,Bishop,1898.0,USA,bishoji01,jim,bishop
Lloyd,Bishop,1890.0,USA,bisholl01,lloyd,bishop
Max,Bishop,1899.0,USA,bishoma01,max,bishop
Mike,Bishop,1958.0,USA,bishomi01,mike,bishop
Rivington,Bisland,1890.0,USA,bislari01,rivington,bisland
Del,Bissonette,1899.0,USA,bissode01,del,bissonette
Hiram,Bithorn,1916.0,P.R.,bithohi01,hiram,bithorn
Joe,Bitker,1964.0,USA,bitkejo01,joe,bitker
Jeff,Bittiger,1962.0,USA,bittije01,jeff,bittiger
Red,Bittmann,1862.0,USA,bittmre01,red,bittmann
Spencer,Bivens,1994.0,USA,bivensp01,spencer,bivens
Jim,Bivin,1909.0,USA,bivinji01,jim,bivin
Brian,Bixler,1982.0,USA,bixlebr01,brian,bixler
George,Bjorkman,1956.0,USA,bjorkge01,george,bjorkman
Ty,Blach,1990.0,USA,blachty01,ty,blach
Bill,Black,1899.0,USA,blackbi01,bill,black
Bob,Black,1862.0,USA,blackbo01,bob,black
Bud,Black,1932.0,USA,blackbu01,bud,black
Buddy,Black,1957.0,USA,blackbu02,buddy,black
Dave,Black,1893.0,USA,blackda01,dave,black
Don,Black,1916.0,USA,blackdo01,don,black
Joe,Black,1924.0,USA,blackjo02,joe,black
John,Black,1890.0,USA,blackjo01,john,black
Mason,Black,1999.0,USA,blackma01,mason,black
Ray,Black,1990.0,USA,blackra01,ray,black
Tyler,Black,2000.0,CAN,blackty01,tyler,black
Vic,Black,1988.0,USA,blackvi01,vic,black
Ethan,Blackaby,1940.0,USA,blacket01,ethan,blackaby
Charlie,Blackburn,1895.0,USA,blackch01,charlie,blackburn
Earl,Blackburn,1892.0,USA,blackea01,earl,blackburn
George,Blackburn,1869.0,USA,blackge01,george,blackburn
Jim,Blackburn,1924.0,USA,blackji01,jim,blackburn
Nick,Blackburn,1982.0,USA,blackni01,nick,blackburn
Paul,Blackburn,1993.0,USA,blackpa01,paul,blackburn
Ron,Blackburn,1935.0,USA,blackro01,ron,blackburn
Lena,Blackburne,1886.0,USA,blackle01,lena,blackburne
George,Blackerby,1903.0,USA,blackge02,george,blackerby
Travis,Blackley,1982.0,Australia,blacktr01,travis,blackley
Charlie,Blackmon,1986.0,USA,blackch02,charlie,blackmon
Ewell,Blackwell,1922.0,USA,blackew01,ewell,blackwell
Fred,Blackwell,1891.0,USA,blackfr01,fred,blackwell
Tim,Blackwell,1952.0,USA,blackti01,tim,blackwell
Ray,Blades,1896.0,USA,bladera01,ray,blades
Rick,Bladt,1946.0,USA,bladtri01,rick,bladt
George,Blaeholder,1904.0,USA,blaehge01,george,blaeholder
Rae,Blaemire,1911.0,USA,blaemra01,rae,blaemire
Aaron,Blair,1992.0,USA,blairaa01,aaron,blair
Bill,Blair,1863.0,USA,blairbi01,bill,blair
Buddy,Blair,1910.0,USA,blairbu01,buddy,blair
Carson,Blair,1989.0,USA,blairca01,carson,blair
Clarence,Blair,1900.0,USA,blairfo01,clarence,blair
Dennis,Blair,1954.0,USA,blairde01,dennis,blair
Paul,Blair,1944.0,USA,blairpa01,paul,blair
Walter,Blair,1883.0,USA,blairwa01,walter,blair
Willie,Blair,1965.0,USA,blairwi01,willie,blair
Dick,Blaisdell,1862.0,USA,blaisdi01,dick,blaisdell
Casey,Blake,1973.0,USA,blakeca01,casey,blake
Ed,Blake,1925.0,USA,blakeed01,ed,blake
Harry,Blake,1874.0,USA,blakeha01,harry,blake
Sheriff,Blake,1899.0,USA,blakesh01,sheriff,blake
Linc,Blakely,1912.0,USA,blakeli01,linc,blakely
Bob,Blakiston,1855.0,USA,blakibo01,bob,blakiston
Bradley,Blalock,2000.0,USA,blalobr01,bradley,blalock
Hank,Blalock,1980.0,USA,blaloha01,hank,blalock
Johnny,Blanchard,1933.0,USA,blancjo01,johnny,blanchard
Al,Blanche,1909.0,USA,blancal01,al,blanche
Andres,Blanco,1984.0,Venezuela,blancan01,andres,blanco
Dairon,Blanco,1993.0,Cuba,blancda02,dairon,blanco
Damaso,Blanco,1941.0,Venezuela,blancda01,damaso,blanco
Gil,Blanco,1945.0,USA,blancgi01,gil,blanco
Gregor,Blanco,1983.0,Venezuela,blancgr01,gregor,blanco
Henry,Blanco,1971.0,Venezuela,blanche01,henry,blanco
Ossie,Blanco,1945.0,Venezuela,blancos01,ossie,blanco
Ronel,Blanco,1993.0,D.R.,blancro01,ronel,blanco
Tony,Blanco,1981.0,D.R.,blancto01,tony,blanco
Nate,Bland,1974.0,USA,blandna01,nate,bland
Fred,Blanding,1888.0,USA,blandfr01,fred,blanding
Alex,Blandino,1992.0,USA,blandal01,alex,blandino
Coonie,Blank,1892.0,USA,blankco01,coonie,blank
Fred,Blank,1874.0,USA,blankfr01,fred,blank
Matt,Blank,1976.0,USA,blankma01,matt,blank
Travis,Blankenhorn,1996.0,USA,blanktr01,travis,blankenhorn
Cliff,Blankenship,1880.0,USA,blankcl01,cliff,blankenship
Homer,Blankenship,1902.0,USA,blankho01,homer,blankenship
Kevin,Blankenship,1963.0,USA,blankke01,kevin,blankenship
Lance,Blankenship,1963.0,USA,blankla02,lance,blankenship
Ted,Blankenship,1901.0,USA,blankte01,ted,blankenship
Kyle,Blanks,1986.0,USA,blankky01,kyle,blanks
Larvell,Blanks,1950.0,USA,blankla01,larvell,blanks
Cy,Blanton,1908.0,USA,blantcy01,cy,blanton
Joe,Blanton,1980.0,USA,blantjo01,joe,blanton
Jabari,Blash,1989.0,Virgin Islands,blashja01,jabari,blash
Don,Blasingame,1932.0,USA,blasido01,don,blasingame
Wade,Blasingame,1943.0,USA,blasiwa01,wade,blasingame
Steve,Blass,1942.0,USA,blassst01,steve,blass
Steve,Blateric,1944.0,USA,blatest01,steve,blateric
Johnny,Blatnik,1921.0,USA,blatnjo01,johnny,blatnik
Buddy,Blattner,1920.0,USA,blattbu01,buddy,blattner
Jeff,Blauser,1965.0,USA,blausje01,jeff,blauser
Harvey,Blauvelt,1867.0,USA,blauvhe01,harvey,blauvelt
Bob,Blaylock,1935.0,USA,blaylbo01,bob,blaylock
Gary,Blaylock,1931.0,USA,blaylga01,gary,blaylock
Marv,Blaylock,1929.0,USA,blaylma01,marv,blaylock
Michael,Blazek,1989.0,USA,blazemi01,michael,blazek
Ron,Blazier,1971.0,USA,blaziro01,ron,blazier
JJ,Bleday,1997.0,USA,bledajj01,jj,bleday
Curt,Blefary,1943.0,USA,blefacu01,curt,blefary
Jeremy,Bleich,1987.0,USA,bleicje01,jeremy,bleich
Richard,Bleier,1987.0,USA,bleieri01,richard,bleier
Ray,Blemker,1937.0,USA,blemkra01,ray,blemker
Ike,Blessitt,1949.0,USA,blessik01,ike,blessitt
Clarence,Blethen,1893.0,USA,blethcl01,clarence,blethen
Jerry,Blevins,1983.0,USA,blevije01,jerry,blevins
Bob,Blewett,1877.0,USA,blewebo01,bob,blewett
Scott,Blewett,1996.0,USA,blewesc01,scott,blewett
Ned,Bligh,1864.0,USA,blighne01,ned,bligh
Elmer,Bliss,1875.0,USA,blissel01,elmer,bliss
Frank,Bliss,1852.0,USA,blissfr01,frank,bliss
Jack,Bliss,1882.0,USA,blissja01,jack,bliss
Ryan,Bliss,1999.0,USA,blissry01,ryan,bliss
Bruno,Block,1885.0,USA,blockbr01,bruno,block
Cy,Block,1919.0,USA,blockcy01,cy,block
Terry,Blocker,1959.0,USA,blockte01,terry,blocker
Wes,Blogg,1855.0,USA,bloggwe01,wes,blogg
Ron,Blomberg,1948.0,USA,blombro01,ron,blomberg
Ben,Blomdahl,1970.0,USA,blomdbe01,ben,blomdahl
Joe,Blong,1853.0,USA,blongjo01,joe,blong
Jimmy,Bloodworth,1917.0,USA,bloodji01,jimmy,bloodworth
Bud,Bloomfield,1936.0,USA,bloombu01,bud,bloomfield
Willie,Bloomquist,1977.0,USA,bloomwi01,willie,bloomquist
Jake,Bloss,2001.0,USA,blossja01,jake,bloss
Greg,Blosser,1971.0,USA,blossgr01,greg,blosser
Jack,Blott,1902.0,USA,blottja01,jack,blott
Mike,Blowers,1965.0,West Germany,blowemi01,mike,blowers
Bert,Blue,1877.0,USA,bluebe01,bert,blue
Lu,Blue,1897.0,USA,bluelu01,lu,blue
Vida,Blue,1949.0,USA,bluevi01,vida,blue
Ossie,Bluege,1900.0,USA,bluegos01,ossie,bluege
Otto,Bluege,1909.0,USA,bluegot01,otto,bluege
Jim,Bluejacket,1887.0,USA,bluejji01,jim,bluejacket
Red,Bluhm,1894.0,USA,bluhmre01,red,bluhm
Geoff,Blum,1973.0,USA,blumge01,geoff,blum
Jaime,Bluma,1972.0,USA,blumaja01,jaime,bluma
Clint,Blume,1898.0,USA,blumecl01,clint,blume
Bert,Blyleven,1951.0,Netherlands,blylebe01,bert,blyleven
Mike,Blyzka,1928.0,USA,blyzkmi01,mike,blyzka
Chet,Boak,1935.0,USA,boakch01,chet,boak
Charlie,Boardman,1893.0,USA,boardch01,charlie,boardman
Frederick,Boardman,1851.0,USA,boardfr01,frederick,boardman
Randy,Bobb,1948.0,USA,bobbra01,randy,bobb
Hiram,Bocachica,1976.0,P.R.,bocachi01,hiram,bocachica
John,Boccabella,1941.0,USA,boccajo01,john,boccabella
Milt,Bocek,1912.0,USA,bocekmi01,milt,bocek
Bruce,Bochte,1950.0,USA,bochtbr01,bruce,bochte
Doug,Bochtler,1970.0,USA,bochtdo01,doug,bochtler
Brett,Bochy,1987.0,USA,bochybr02,brett,bochy
Bruce,Bochy,1955.0,France,bochybr01,bruce,bochy
Eddie,Bockman,1920.0,USA,bockmed01,eddie,bockman
Randy,Bockus,1960.0,USA,bockura01,randy,bockus
Brian,Bocock,1985.0,USA,bococbr01,brian,bocock
Mike,Boddicker,1957.0,USA,boddimi01,mike,boddicker
Ping,Bodie,1887.0,USA,bodiepi01,ping,bodie
Tony,Boeckel,1892.0,USA,boeckto01,tony,boeckel
George,Boehler,1893.0,USA,boehlge01,george,boehler
Joe,Boehling,1891.0,USA,boehljo01,joe,boehling
Len,Boehmer,1941.0,USA,boehmle01,len,boehmer
Brian,Boehringer,1969.0,USA,boehrbr01,brian,boehringer
Larry,Boerner,1905.0,USA,boernla01,larry,boerner
Brennan,Boesch,1985.0,USA,boescbr01,brennan,boesch
Joe,Boever,1960.0,USA,boevejo01,joe,boever
Xander,Bogaerts,1992.0,Aruba,bogaexa01,xander,bogaerts
Tim,Bogar,1966.0,USA,bogarti01,tim,bogar
John,Bogart,1900.0,USA,bogarjo01,john,bogart
Terry,Bogener,1955.0,USA,bogente01,terry,bogener
Brandon,Boggs,1983.0,USA,boggsbr01,brandon,boggs
Mitchell,Boggs,1984.0,USA,boggsmi01,mitchell,boggs
Ray,Boggs,1904.0,USA,boggsra01,ray,boggs
Tommy,Boggs,1955.0,USA,boggsto01,tommy,boggs
Wade,Boggs,1958.0,USA,boggswa01,wade,boggs
Warren,Bogle,1946.0,USA,boglewa01,warren,bogle
Brian,Bogusevic,1984.0,USA,bogusbr01,brian,bogusevic
Brian,Bohanon,1968.0,USA,bohanbr01,brian,bohanon
Pat,Bohen,1890.0,USA,bohenpa01,pat,bohen
Alec,Bohm,1996.0,USA,bohmal01,alec,bohm
Charlie,Bohn,1856.0,USA,bohnch01,charlie,bohn
T. J.,Bohn,1980.0,USA,bohntj01,t. j.,bohn
Sam,Bohne,1896.0,USA,bohnesa01,sam,bohne
John,Bohnet,1961.0,USA,bohnejo01,john,bohnet
Bruce,Boisclair,1952.0,USA,boiscbr01,bruce,boisclair
Dan,Boitano,1953.0,USA,boitada01,dan,boitano
Dick,Bokelmann,1926.0,USA,bokeldi01,dick,bokelmann
Bob,Boken,1908.0,USA,bokenbo01,bob,boken
Joe,Bokina,1910.0,USA,bokinjo01,joe,bokina
Bernie,Boland,1892.0,USA,bolanbe01,bernie,boland
Ed,Boland,1908.0,USA,bolaned01,ed,boland
Ronald,Bolanos,1996.0,Cuba,bolanro01,ronald,bolanos
Charlie,Bold,1894.0,Sweden,boldch01,charlie,bold
Bill,Bolden,1893.0,USA,boldebi01,bill,bolden
Stew,Bolen,1902.0,USA,bolenst01,stew,bolen
Carl,Boles,1934.0,USA,bolesca01,carl,boles
John,Boles,1948.0,USA,bolesjo99,john,boles
Joe,Boley,1896.0,USA,boleyjo01,joe,boley
Jim,Bolger,1932.0,USA,bolgeji01,jim,bolger
Frank,Bolick,1966.0,USA,bolicfr01,frank,bolick
Bobby,Bolin,1939.0,USA,bolinbo01,bobby,bolin
Frank,Bolling,1931.0,USA,bollifr01,frank,bolling
Jack,Bolling,1917.0,USA,bollija01,jack,bolling
Milt,Bolling,1930.0,USA,bollimi01,milt,bolling
Greg,Bollo,1943.0,USA,bollogr01,greg,bollo
Don,Bollweg,1921.0,USA,bollwdo01,don,bollweg
Mike,Bolsinger,1988.0,USA,bolsimi01,mike,bolsinger
Skye,Bolt,1994.0,USA,boltsk01,skye,bolt
Cecil,Bolton,1904.0,USA,boltoce01,cecil,bolton
Cliff,Bolton,1907.0,USA,boltocl01,cliff,bolton
Cody,Bolton,1998.0,USA,boltoco01,cody,bolton
Rod,Bolton,1968.0,USA,boltoro01,rod,bolton
Tom,Bolton,1962.0,USA,boltoto01,tom,bolton
Mark,Bomback,1953.0,USA,bombama01,mark,bomback
Tommy,Bond,1856.0,Ireland,bondto01,tommy,bond
Walt,Bond,1937.0,USA,bondwa01,walt,bond
Jeremy,Bonderman,1982.0,USA,bondeje01,jeremy,bonderman
Barry,Bonds,1964.0,USA,bondsba01,barry,bonds
Bobby,Bonds,1946.0,USA,bondsbo01,bobby,bonds
George,Bone,1874.0,USA,bonege01,george,bone
Ricky,Bones,1969.0,P.R.,bonesri01,ricky,bones
Julio,Bonetti,1911.0,Italy,bonetju01,julio,bonetti
Hank,Boney,1903.0,USA,boneyha01,hank,boney
Jung,Bong,1980.0,South Korea,bongju01,jung,bong
Nino,Bongiovanni,1911.0,USA,bongini01,nino,bongiovanni
Bill,Bonham,1948.0,USA,bonhabi01,bill,bonham
Tiny,Bonham,1913.0,USA,bonhati01,tiny,bonham
Emilio,Bonifacio,1985.0,D.R.,bonifem01,emilio,bonifacio
Jorge,Bonifacio,1993.0,D.R.,bonifjo01,jorge,bonifacio
Joe,Bonikowski,1941.0,USA,bonikjo01,joe,bonikowski
Bobby,Bonilla,1963.0,USA,bonilbo01,bobby,bonilla
Juan,Bonilla,1956.0,P.R.,bonilju01,juan,bonilla
Lisalverto,Bonilla,1990.0,D.R.,bonilli01,lisalverto,bonilla
Luther,Bonin,1888.0,USA,boninlu01,luther,bonin
Eddie,Bonine,1981.0,USA,bonined01,eddie,bonine
Barry,Bonnell,1953.0,USA,bonneba01,barry,bonnell
Bobby,Bonner,1956.0,USA,bonnebo01,bobby,bonner
Frank,Bonner,1869.0,USA,bonnefr01,frank,bonner
Bill,Bonness,1923.0,USA,bonnebi01,bill,bonness
Gus,Bono,1894.0,USA,bonogu01,gus,bono
Boof,Bonser,1981.0,USA,bonsebo01,boof,bonser
Zeke,Bonura,1908.0,USA,bonurze01,zeke,bonura
Everett,Booe,1891.0,USA,booeev01,everett,booe
Buddy,Booker,1942.0,USA,bookebu01,buddy,booker
Chris,Booker,1976.0,USA,bookech01,chris,booker
Greg,Booker,1960.0,USA,bookegr01,greg,booker
Rod,Booker,1958.0,USA,bookero01,rod,booker
Al,Bool,1897.0,USA,boolal01,al,bool
Red,Booles,1880.0,USA,boolere01,red,booles
Aaron,Boone,1973.0,USA,booneaa01,aaron,boone
Bob,Boone,1947.0,USA,boonebo01,bob,boone
Bret,Boone,1969.0,USA,boonebr01,bret,boone
Dan,Boone,1895.0,USA,booneda01,dan,boone
Danny,Boone,1954.0,USA,booneda02,danny,boone
George,Boone,1871.0,USA,boonege01,george,boone
Ike,Boone,1897.0,USA,booneik01,ike,boone
Luke,Boone,1890.0,USA,boonelu01,luke,boone
Ray,Boone,1923.0,USA,boonera01,ray,boone
Cam,Booser,1992.0,USA,booseca01,cam,booser
Chris,Bootcheck,1978.0,USA,bootcch01,chris,bootcheck
Amos,Booth,1848.0,USA,bootham01,amos,booth
Josh,Booty,1975.0,USA,bootyjo01,josh,booty
John,Boozer,1938.0,USA,boozejo01,john,boozer
Julio,Borbon,1986.0,USA,borboju01,julio,borbon
Pedro,Borbon,1946.0,D.R.,borbope01,pedro,borbon
Pedro,Borbon,1967.0,D.R.,borbope02,pedro,borbon
Joe,Borchard,1978.0,USA,borchjo01,joe,borchard
George,Borchers,1869.0,USA,borchge01,george,borchers
Frenchy,Bordagaray,1910.0,USA,bordafr01,frenchy,bordagaray
Joe,Borden,1854.0,USA,bordejo01,joe,borden
Pat,Borders,1963.0,USA,bordepa01,pat,borders
Rich,Bordi,1959.0,USA,bordiri01,rich,bordi
Mike,Bordick,1965.0,USA,bordimi01,mike,bordick
Bill,Bordley,1958.0,USA,bordlbi01,bill,bordley
Glenn,Borgmann,1950.0,USA,borgmgl01,glenn,borgmann
Paul,Boris,1955.0,USA,borispa01,paul,boris
Frank,Bork,1940.0,USA,borkfr01,frank,bork
Bob,Borkowski,1926.0,USA,borkobo01,bob,borkowski
Dave,Borkowski,1977.0,USA,borkoda01,dave,borkowski
Toby,Borland,1969.0,USA,borlato02,toby,borland
Tom,Borland,1933.0,USA,borlato01,tom,borland
John,Bormann,1993.0,USA,bormajo01,john,bormann
Red,Borom,1915.0,USA,boromre01,red,borom
Steve,Boros,1936.0,USA,borosst01,steve,boros
Joe,Borowski,1971.0,USA,borowjo01,joe,borowski
Hank,Borowy,1916.0,USA,borowha01,hank,borowy
Babe,Borton,1888.0,USA,bortoba01,babe,borton
Ryan,Borucki,1994.0,USA,borucry01,ryan,borucki
J. C.,Boscan,1979.0,Venezuela,boscajc01,j. c.,boscan
Wilfredo,Boscan,1989.0,Venezuela,boscawi01,wilfredo,boscan
Don,Bosch,1942.0,USA,boschdo01,don,bosch
Rick,Bosetti,1953.0,USA,bosetri01,rick,bosetti
Buddy,Boshers,1988.0,USA,boshebu01,buddy,boshers
Chris,Bosio,1963.0,USA,bosioch01,chris,bosio
Shawn,Boskie,1967.0,USA,boskish01,shawn,boskie
Thad,Bosley,1956.0,USA,bosleth01,thad,bosley
Dick,Bosman,1944.0,USA,bosmadi01,dick,bosman
Harley,Boss,1908.0,USA,bossha01,harley,boss
Mel,Bosser,1914.0,USA,bosseme01,mel,bosser
Akeem,Bostick,1995.0,USA,bostiak01,akeem,bostick
Christopher,Bostick,1993.0,USA,bostich01,christopher,bostick
Henry,Bostick,1895.0,USA,bostihe01,henry,bostick
Lyman,Bostock,1950.0,USA,bostoly01,lyman,bostock
Daryl,Boston,1963.0,USA,bostoda01,daryl,boston
Andy,Boswell,1873.0,USA,boswean01,andy,boswell
Dave,Boswell,1945.0,USA,bosweda01,dave,boswell
Ken,Boswell,1946.0,USA,bosweke01,ken,boswell
David,Bote,1993.0,USA,boteda01,david,bote
Derek,Botelho,1956.0,USA,botelde01,derek,botelho
Ricky,Bottalico,1969.0,USA,bottari01,ricky,bottalico
John,Bottarini,1908.0,USA,bottajo01,john,bottarini
Kent,Bottenfield,1968.0,USA,botteke01,kent,bottenfield
Ralph,Botting,1955.0,USA,bottira01,ralph,botting
Jim,Bottomley,1900.0,USA,bottoji01,jim,bottomley
Jason,Botts,1980.0,USA,bottsja01,jason,botts
Bob,Botz,1935.0,USA,botzbo01,bob,botz
Sean,Bouchard,1996.0,USA,bouchse01,sean,bouchard
Ed,Bouchee,1933.0,USA,bouched01,ed,bouchee
Al,Boucher,1881.0,USA,bouchal01,al,boucher
Denis,Boucher,1968.0,CAN,bouchde01,denis,boucher
Medric,Boucher,1886.0,USA,bouchme01,medric,boucher
Lou,Boudreau,1917.0,USA,boudrlo01,lou,boudreau
Carl,Bouldin,1939.0,USA,bouldca01,carl,bouldin
Jake,Boultes,1884.0,USA,boultja01,jake,boultes
Justin,Bour,1988.0,USA,bourju01,justin,bour
Jason,Bourgeois,1982.0,USA,bourgja01,jason,bourgeois
Steve,Bourgeois,1972.0,USA,bourgst01,steve,bourgeois
Chris,Bourjos,1954.0,USA,bourjch01,chris,bourjos
Peter,Bourjos,1987.0,USA,bourjpe01,peter,bourjos
Michael,Bourn,1982.0,USA,bournmi01,michael,bourn
Rafael,Bournigal,1966.0,D.R.,bournra01,rafael,bournigal
James,Bourque,1993.0,USA,bourqja01,james,bourque
Pat,Bourque,1947.0,USA,bourqpa01,pat,bourque
Caleb,Boushley,1993.0,USA,boushca01,caleb,boushley
Jim,Bouton,1939.0,USA,boutoji01,jim,bouton
Mike,Bovee,1973.0,USA,boveemi01,mike,bovee
Larry,Bowa,1945.0,USA,bowala01,larry,bowa
Benny,Bowcock,1879.0,USA,bowcobe01,benny,bowcock
Ben,Bowden,1994.0,USA,bowdebe01,ben,bowden
Michael,Bowden,1986.0,USA,bowdemi01,michael,bowden
Tim,Bowden,1891.0,USA,bowdeti01,tim,bowden
Chick,Bowen,1897.0,USA,bowench01,chick,bowen
Cy,Bowen,1871.0,USA,bowency01,cy,bowen
Rob,Bowen,1981.0,USA,bowenro01,rob,bowen
Ryan,Bowen,1968.0,USA,bowenry01,ryan,bowen
Sam,Bowen,1952.0,USA,bowensa02,sam,bowen
Sam,Bowens,1938.0,USA,bowensa01,sam,bowens
Frank,Bowerman,1868.0,USA,bowerfr01,frank,bowerman
Billy,Bowers,1922.0,USA,bowerbi01,billy,bowers
Brent,Bowers,1971.0,USA,bowerbr01,brent,bowers
Cedrick,Bowers,1978.0,USA,bowerce01,cedrick,bowers
Shane,Bowers,1971.0,USA,bowersh01,shane,bowers
Stew,Bowers,1915.0,USA,bowerst01,stew,bowers
Frank,Bowes,1865.0,USA,bowesfr01,frank,bowes
Jim,Bowie,1965.0,Japan,bowieji01,jim,bowie
Micah,Bowie,1974.0,USA,bowiemi01,micah,bowie
John,Bowker,1983.0,USA,bowkejo01,john,bowker
Jonathan,Bowlan,1996.0,USA,bowlajo01,jonathan,bowlan
Grant,Bowler,1907.0,USA,bowlegr01,grant,bowler
Brian,Bowles,1976.0,USA,bowlebr01,brian,bowles
Charlie,Bowles,1917.0,USA,bowlech01,charlie,bowles
Emmett,Bowles,1898.0,USA,bowleem01,emmett,bowles
Weldon,Bowlin,1940.0,USA,bowliwe01,weldon,bowlin
Steve,Bowling,1952.0,USA,bowlist01,steve,bowling
Abe,Bowman,1893.0,USA,bowmaab01,abe,bowman
Bill,Bowman,1867.0,USA,bowmabi01,bill,bowman
Bob,Bowman,1910.0,USA,bowmabo01,bob,bowman
Bob,Bowman,1931.0,USA,bowmabo02,bob,bowman
Elmer,Bowman,1897.0,USA,bowmael01,elmer,bowman
Ernie,Bowman,1935.0,USA,bowmaer01,ernie,bowman
Joe,Bowman,1910.0,USA,bowmajo01,joe,bowman
Matthew,Bowman,1991.0,USA,bowmama01,matthew,bowman
Roger,Bowman,1927.0,USA,bowmaro01,roger,bowman
Sumner,Bowman,1867.0,USA,bowmasu01,sumner,bowman
Red,Bowser,1881.0,USA,bowsere01,red,bowser
Ted,Bowsfield,1935.0,CAN,bowsfte01,ted,bowsfield
Travis,Bowyer,1981.0,USA,bowyetr01,travis,bowyer
Brad,Boxberger,1988.0,USA,boxbebr01,brad,boxberger
Bill,Boyd,1852.0,USA,boydbi01,bill,boyd
Bob,Boyd,1919.0,USA,boydbo01,bob,boyd
Frank,Boyd,1868.0,USA,boydfr01,frank,boyd
Gary,Boyd,1946.0,USA,boydga01,gary,boyd
Jake,Boyd,1874.0,USA,boydja01,jake,boyd
Jason,Boyd,1973.0,USA,boydja02,jason,boyd
Matt,Boyd,1991.0,USA,boydma01,matt,boyd
Oil Can,Boyd,1959.0,USA,boydoi01,oil can,boyd
Ray,Boyd,1887.0,USA,boydra01,ray,boyd
Blaine,Boyer,1981.0,USA,boyerbl01,blaine,boyer
Clete,Boyer,1937.0,USA,boyercl02,clete,boyer
Cloyd,Boyer,1927.0,USA,boyercl01,cloyd,boyer
Ken,Boyer,1931.0,USA,boyerke01,ken,boyer
Doe,Boyland,1955.0,USA,boylado01,doe,boyland
Buzz,Boyle,1908.0,USA,boylebu01,buzz,boyle
Eddie,Boyle,1874.0,USA,boyleed01,eddie,boyle
Henry,Boyle,1860.0,USA,boylehe01,henry,boyle
Jack,Boyle,1867.0,USA,boyleja01,jack,boyle
Jack,Boyle,1889.0,USA,boyleja02,jack,boyle
Jim,Boyle,1904.0,USA,boyleji01,jim,boyle
Joe,Boyle,1999.0,USA,boylejo01,joe,boyle
Harry,Boyles,1911.0,USA,boyleha01,harry,boyles
Marshall,Boze,1971.0,USA,bozema01,marshall,boze
Gene,Brabender,1941.0,USA,brabege01,gene,brabender
Brad,Brach,1986.0,USA,brachbr01,brad,brach
Silvino,Bracho,1992.0,Venezuela,brachsi01,silvino,bracho
Gibby,Brack,1908.0,USA,brackgi01,gibby,brack
Jack,Bracken,1881.0,USA,brackja01,jack,bracken
John,Brackenridge,1880.0,USA,brackjo01,john,brackenridge
Andrew,Brackman,1985.0,USA,brackan01,andrew,brackman
Zach,Braddock,1987.0,USA,braddza01,zach,braddock
Dallas,Braden,1983.0,USA,bradeda01,dallas,braden
Don,Bradey,1934.0,USA,bradedo01,don,bradey
Bill,Bradford,1921.0,USA,bradfbi01,bill,bradford
Buddy,Bradford,1944.0,USA,bradfbu01,buddy,bradford
Chad,Bradford,1974.0,USA,bradfch01,chad,bradford
Chase,Bradford,1989.0,USA,bradfch02,chase,bradford
Cody,Bradford,1998.0,USA,bradfco01,cody,bradford
Larry,Bradford,1949.0,USA,bradfla01,larry,bradford
Vic,Bradford,1915.0,USA,bradfvi01,vic,bradford
Kyle,Bradish,1996.0,USA,bradiky01,kyle,bradish
Al,Bradley,1856.0,USA,bradlal01,al,bradley
Archie,Bradley,1992.0,USA,bradlar01,archie,bradley
Bert,Bradley,1956.0,USA,bradlbe01,bert,bradley
Bill,Bradley,1878.0,USA,bradlbi01,bill,bradley
Bobby,Bradley,1996.0,USA,bradlbo01,bobby,bradley
Foghorn,Bradley,1855.0,USA,bradlfo01,foghorn,bradley
Fred,Bradley,1920.0,USA,bradlfr01,fred,bradley
George,Bradley,1852.0,USA,bradlge01,george,bradley
George,Bradley,1914.0,USA,bradlge02,george,bradley
Herb,Bradley,1903.0,USA,bradlhe01,herb,bradley
Hugh,Bradley,1885.0,USA,bradlhu01,hugh,bradley
Jack,Bradley,1893.0,USA,bradlja01,jack,bradley
Jackie,Bradley,1990.0,USA,bradlja02,jackie,bradley
Jed,Bradley,1990.0,USA,bradlje01,jed,bradley
Mark,Bradley,1956.0,USA,bradlma01,mark,bradley
Milton,Bradley,1978.0,USA,bradlmi01,milton,bradley
Phil,Bradley,1959.0,USA,bradlph01,phil,bradley
Ryan,Bradley,1975.0,USA,bradlry01,ryan,bradley
Scott,Bradley,1960.0,USA,bradlsc01,scott,bradley
Taj,Bradley,2001.0,USA,bradlta01,taj,bradley
Tom,Bradley,1947.0,USA,bradlto01,tom,bradley
Dallas,Bradshaw,1895.0,USA,bradsda01,dallas,bradshaw
George,Bradshaw,1924.0,USA,bradsge01,george,bradshaw
Joe,Bradshaw,1897.0,USA,bradsjo01,joe,bradshaw
Terry,Bradshaw,1969.0,USA,bradste01,terry,bradshaw
