first_name,last_name,birth_year,birth_country,id,edited_first,edited_last
David,Aardsma,1981.0,USA,aardsda01,david,aardsma
Hank,Aaron,1934.0,USA,aaronha01,hank,aaron
Tommie,Aaron,1939.0,USA,aaronto01,tommie,aaron
Don,Aase,1954.0,USA,aasedo01,don,aase
Andy,Abad,1972.0,USA,abadan01,andy,abad
Fernando,Abad,1985.0,D.R.,abadfe01,fernando,abad
John,Abadie,1850.0,USA,abadijo01,john,abadie
Ed,Abbaticchio,1877.0,USA,abbated01,ed,abbaticchio
Bert,Abbey,1869.0,USA,abbeybe01,bert,abbey
Charlie,Abbey,1866.0,USA,abbeych01,charlie,abbey
Andrew,Abbott,1999.0,USA,abbotan01,andrew,abbott
Cory,Abbott,1995.0,USA,abbotco01,cory,abbott
Dan,Abbott,1862.0,USA,abbotda01,dan,abbott
Fred,Abbott,1874.0,USA,abbotfr01,fred,abbott
Glenn,Abbott,1951.0,USA,abbotgl01,glenn,abbott
Jeff,Abbott,1972.0,USA,abbotje01,jeff,abbott
Jim,Abbott,1967.0,USA,abbotji01,jim,abbott
Kurt,Abbott,1969.0,USA,abbotku01,kurt,abbott
Kyle,Abbott,1968.0,USA,abbotky01,kyle,abbott
Ody,Abbott,1886.0,USA,abbotod01,ody,abbott
Paul,Abbott,1967.0,USA,abbotpa01,paul,abbott
Al,Aber,1927.0,USA,aberal01,al,aber
Frank,Abercrombie,1850.0,USA,abercda01,frank,abercrombie
Reggie,Abercrombie,1980.0,USA,abercre01,reggie,abercrombie
Bill,Abernathie,1929.0,USA,abernbi01,bill,abernathie
Brent,Abernathy,1977.0,USA,abernbr01,brent,abernathy
Ted,Abernathy,1921.0,USA,abernte01,ted,abernathy
Ted,Abernathy,1933.0,USA,abernte02,ted,abernathy
Woody,Abernathy,1915.0,USA,abernwo01,woody,abernathy
Cliff,Aberson,1921.0,USA,aberscl01,cliff,aberson
Harry,Ables,1883.0,USA,ablesha01,harry,ables
Shawn,Abner,1966.0,USA,abnersh01,shawn,abner
Cal,Abrams,1924.0,USA,abramca01,cal,abrams
CJ,Abrams,2000.0,USA,abramcj01,cj,abrams
George,Abrams,1897.0,USA,abramge01,george,abrams
Johnny,Abrego,1962.0,USA,abregjo01,johnny,abrego
Albert,Abreu,1995.0,D.R.,abreual01,albert,abreu
Bobby,Abreu,1974.0,Venezuela,abreubo01,bobby,abreu
Bryan,Abreu,1997.0,D.R.,abreubr01,bryan,abreu
Joe,Abreu,1913.0,USA,abreujo01,joe,abreu
Jose,Abreu,1987.0,Cuba,abreujo02,jose,abreu
Juan,Abreu,1985.0,D.R.,abreuju01,juan,abreu
Tony,Abreu,1984.0,D.R.,abreuto01,tony,abreu
Wilyer,Abreu,1999.0,Venezuela,abreuwi02,wilyer,abreu
Winston,Abreu,1977.0,D.R.,abreuwi01,winston,abreu
Bill,Abstein,1883.0,USA,abstebi01,bill,abstein
Jeremy,Accardo,1981.0,USA,accarje01,jeremy,accardo
Domingo,Acevedo,1994.0,D.R.,acevedo01,domingo,acevedo
Jose,Acevedo,1977.0,D.R.,acevejo01,jose,acevedo
Juan,Acevedo,1970.0,Mexico,aceveju01,juan,acevedo
Alfredo,Aceves,1982.0,Mexico,aceveal01,alfredo,aceves
A. J.,Achter,1988.0,USA,achteaj01,a. j.,achter
Jim,Acker,1958.0,USA,ackerji01,jim,acker
Tom,Acker,1930.0,USA,ackerto01,tom,acker
Dustin,Ackley,1988.0,USA,ackledu01,dustin,ackley
Fritz,Ackley,1937.0,USA,acklefr01,fritz,ackley
Cy,Acosta,1946.0,Mexico,acostcy01,cy,acosta
Ed,Acosta,1944.0,Panama,acosted01,ed,acosta
Jose,Acosta,1891.0,Cuba,acostjo01,jose,acosta
Manny,Acosta,1981.0,Panama,acostma01,manny,acosta
Merito,Acosta,1896.0,Cuba,acostme01,merito,acosta
Mark,Acre,1968.0,USA,acrema01,mark,acre
Manny,Acta,1969.0,D.R.,actama99,manny,acta
Garrett,Acton,1998.0,USA,actonga01,garrett,acton
Luisangel,Acuña,2002.0,Venezuela,acunalu01,luisangel,acuna
Ronald,Acuña,1997.0,Venezuela,acunaro01,ronald,acuna
Bill,Adair,1913.0,USA,adairbi99,bill,adair
Jerry,Adair,1936.0,USA,adairje01,jerry,adair
Jimmy,Adair,1907.0,USA,adairji01,jimmy,adair
Jason,Adam,1991.0,USA,adamja01,jason,adam
Cristhian,Adames,1991.0,D.R.,adamecr01,cristhian,adames
Willy,Adames,1995.0,D.R.,adamewi01,willy,adames
Ace,Adams,1910.0,USA,adamsac01,ace,adams
Austin,Adams,1986.0,USA,adamsau01,austin,adams
Austin,Adams,1991.0,USA,adamsau02,austin,adams
Babe,Adams,1882.0,USA,adamsba01,babe,adams
Bert,Adams,1891.0,USA,adamsbe01,bert,adams
Bob,Adams,1907.0,USA,adamsbo02,bob,adams
Bob,Adams,1901.0,USA,adamsbo01,bob,adams
Bob,Adams,1952.0,USA,adamsbo04,bob,adams
Bobby,Adams,1921.0,USA,adamsbo03,bobby,adams
Buster,Adams,1915.0,USA,adamsbu01,buster,adams
Chance,Adams,1994.0,USA,adamsch01,chance,adams
Dan,Adams,1887.0,USA,adamsda01,dan,adams
David,Adams,1987.0,USA,adamsda02,david,adams
Dick,Adams,1920.0,USA,adamsdi01,dick,adams
Doc,Adams,1814.0,USA,adamsdo99,doc,adams
Doug,Adams,1943.0,USA,adamsdo01,doug,adams
George,Adams,1855.0,USA,adamsge01,george,adams
Glenn,Adams,1947.0,USA,adamsgl01,glenn,adams
Herb,Adams,1928.0,USA,adamshe01,herb,adams
Jim,Adams,1868.0,USA,adamsji01,jim,adams
Joe,Adams,1877.0,USA,adamsjo01,joe,adams
Jordyn,Adams,1999.0,USA,adamsjo03,jordyn,adams
Karl,Adams,1891.0,USA,adamska01,karl,adams
Lane,Adams,1989.0,USA,adamsla01,lane,adams
Matt,Adams,1988.0,USA,adamsma01,matt,adams
Mike,Adams,1978.0,USA,adamsmi03,mike,adams
Mike,Adams,1948.0,USA,adamsmi02,mike,adams
Red,Adams,1921.0,USA,adamsre01,red,adams
Rick,Adams,1878.0,USA,adamsri01,rick,adams
Ricky,Adams,1959.0,USA,adamsri02,ricky,adams
Riley,Adams,1996.0,USA,adamsri03,riley,adams
Russ,Adams,1980.0,USA,adamsru01,russ,adams
Ryan,Adams,1987.0,USA,adamsry01,ryan,adams
Sparky,Adams,1894.0,USA,adamssp01,sparky,adams
Spencer,Adams,1898.0,USA,adamssp02,spencer,adams
Terry,Adams,1973.0,USA,adamste01,terry,adams
Willie,Adams,1890.0,USA,adamswi01,willie,adams
Willie,Adams,1972.0,USA,adamswi02,willie,adams
Joel,Adamson,1971.0,USA,adamsjo02,joel,adamson
Mike,Adamson,1947.0,USA,adamsmi01,mike,adamson
Joe,Adcock,1927.0,USA,adcocjo01,joe,adcock
Nathan,Adcock,1988.0,USA,adcocna01,nathan,adcock
Ty,Adcock,1997.0,USA,adcocty01,ty,adcock
Bob,Addis,1925.0,USA,addisbo01,bob,addis
Jim,Adduci,1959.0,USA,adducji01,jim,adduci
Jim,Adduci,1985.0,CAN,adducji02,jim,adduci
Bob,Addy,1842.0,CAN,addybo01,bob,addy
Jo,Adell,1999.0,USA,adelljo01,jo,adell
Nick,Adenhart,1986.0,USA,adenhni01,nick,adenhart
Morrie,Aderholt,1915.0,USA,aderhmo01,morrie,aderholt
Dewey,Adkins,1918.0,USA,adkinde01,dewey,adkins
Dick,Adkins,1920.0,USA,adkindi01,dick,adkins
Grady,Adkins,1897.0,USA,adkingr01,grady,adkins
Jon,Adkins,1977.0,USA,adkinjo01,jon,adkins
Merle,Adkins,1872.0,USA,adkindo01,merle,adkins
Steve,Adkins,1964.0,USA,adkinst01,steve,adkins
Tim,Adleman,1987.0,USA,adlemti01,tim,adleman
Dave,Adlesh,1943.0,USA,adlesda01,dave,adlesh
Joan,Adon,1998.0,D.R.,adonjo01,joan,adon
Ehire,Adrianza,1989.0,Venezuela,adriaeh01,ehire,adrianza
Troy,Afenir,1963.0,USA,afenitr01,troy,afenir
Jeremy,Affeldt,1979.0,USA,affelje01,jeremy,affeldt
Benny,Agbayani,1971.0,USA,agbaybe01,benny,agbayani
Tommie,Agee,1942.0,USA,ageeto01,tommie,agee
Harry,Agganis,1929.0,USA,agganha01,harry,agganis
Joe,Agler,1887.0,USA,aglerjo01,joe,agler
Sam,Agnew,1887.0,USA,agnewsa01,sam,agnew
Juan,Agosto,1958.0,P.R.,agostju01,juan,agosto
Dario,Agrazal,1994.0,Panama,agrazda01,dario,agrazal
Luis,Aguayo,1959.0,P.R.,aguaylu01,luis,aguayo
Julian,Aguiar,2001.0,USA,aguiaju01,julian,aguiar
Chris,Aguila,1979.0,USA,aguilch01,chris,aguila
Jesus,Aguilar,1990.0,Venezuela,aguilje01,jesus,aguilar
Miguel,Aguilar,1991.0,Mexico,aguilmi01,miguel,aguilar
Ryan,Aguilar,1994.0,USA,aguilry01,ryan,aguilar
Rick,Aguilera,1961.0,USA,aguilri01,rick,aguilera
Hank,Aguirre,1931.0,USA,aguirha01,hank,aguirre
Bill,Ahearn,1858.0,USA,ahearch01,bill,ahearn
Pat,Ahearne,1969.0,USA,ahearpa01,pat,ahearne
Nick,Ahmed,1990.0,USA,ahmedni01,nick,ahmed
Willie,Aikens,1954.0,USA,aikenwi01,willie,aikens
Danny,Ainge,1959.0,USA,aingeda01,danny,ainge
Eddie,Ainsmith,1890.0,Russia,ainsmed01,eddie,ainsmith
Kurt,Ainsworth,1978.0,USA,ainswku01,kurt,ainsworth
Raleigh,Aitchison,1887.0,USA,aitchra01,raleigh,aitchison
George,Aiton,1890.0,USA,aitonge01,george,aiton
John,Ake,1861.0,USA,akejo01,john,ake
Jack,Aker,1940.0,USA,akerja01,jack,aker
Darrel,Akerfelds,1962.0,USA,akerfda01,darrel,akerfelds
Bill,Akers,1904.0,USA,akersbi01,bill,akers
Jerry,Akers,1887.0,USA,akersje01,jerry,akers
Keegan,Akin,1995.0,USA,akinke01,keegan,akin
Shogo,Akiyama,1988.0,Japan,akiyash01,shogo,akiyama
R. J.,Alaniz,1991.0,USA,alanirj01,r. j.,alaniz
Gibson,Alba,1960.0,D.R.,albagi01,gibson,alba
Jonathan,Albaladejo,1982.0,P.R.,albaljo01,jonathan,albaladejo
Joe,Albanese,1933.0,USA,albanjo01,joe,albanese
Jose,Alberro,1969.0,P.R.,alberjo01,jose,alberro
Andrew,Albers,1985.0,CAN,alberan01,andrew,albers
Matt,Albers,1983.0,USA,alberma01,matt,albers
Hanser,Alberto,1992.0,D.R.,alberha01,hanser,alberto
Butch,Alberts,1950.0,USA,alberbu01,butch,alberts
Cy,Alberts,1882.0,USA,albercy01,cy,alberts
Gus,Alberts,1860.0,USA,albergu01,gus,alberts
Ozzie,Albies,1997.0,Curacao,albieoz01,ozzie,albies
Ed,Albosta,1918.0,USA,albosed01,ed,albosta
Ed,Albrecht,1929.0,USA,albreed01,ed,albrecht
Jack,Albright,1921.0,USA,albrija01,jack,albright
Al,Alburquerque,1986.0,D.R.,albural01,al,alburquerque
Vic,Albury,1947.0,USA,alburvi01,vic,albury
Jorge,Alcala,1995.0,D.R.,alcaljo01,jorge,alcala
Santo,Alcala,1952.0,D.R.,alcalsa01,santo,alcala
Arismendy,Alcantara,1991.0,D.R.,alcanar01,arismendy,alcantara
Israel,Alcantara,1973.0,D.R.,alcanis01,israel,alcantara
Raul,Alcantara,1992.0,D.R.,alcanra01,raul,alcantara
Sandy,Alcantara,1995.0,D.R.,alcansa01,sandy,alcantara
Sergio,Alcantara,1996.0,D.R.,alcanse01,sergio,alcantara
Victor,Alcantara,1993.0,D.R.,alcanvi01,victor,alcantara
Kevin,Alcántara,2002.0,D.R.,alcanke01,kevin,alcantara
Luis,Alcaraz,1941.0,P.R.,alcarlu01,luis,alcaraz
Scotty,Alcock,1885.0,USA,alcocsc01,scotty,alcock
Sam,Aldegheri,2001.0,Italy,aldegsa01,sam,aldegheri
Dale,Alderson,1918.0,USA,alderda01,dale,alderson
Scott,Aldred,1968.0,USA,aldresc01,scott,aldred
Mike,Aldrete,1961.0,USA,aldremi01,mike,aldrete
Jay,Aldrich,1961.0,USA,aldrija01,jay,aldrich
Cory,Aldridge,1979.0,USA,aldrico01,cory,aldridge
Vic,Aldridge,1893.0,USA,aldrivi01,vic,aldridge
Chuck,Aleno,1917.0,USA,alenoch01,chuck,aleno
Blaze,Alexander,1999.0,USA,alexabl01,blaze,alexander
Bob,Alexander,1922.0,CAN,alexabo01,bob,alexander
CJ,Alexander,1996.0,USA,alexacj01,cj,alexander
Dale,Alexander,1903.0,USA,alexada01,dale,alexander
Doyle,Alexander,1950.0,USA,alexado01,doyle,alexander
Gary,Alexander,1953.0,USA,alexaga01,gary,alexander
Gerald,Alexander,1968.0,USA,alexage01,gerald,alexander
Hugh,Alexander,1917.0,USA,alexahu01,hugh,alexander
Jason,Alexander,1993.0,USA,alexaja01,jason,alexander
Manny,Alexander,1971.0,D.R.,alexama02,manny,alexander
Matt,Alexander,1947.0,USA,alexama01,matt,alexander
Nin,Alexander,1858.0,USA,alexani01,nin,alexander
Pete,Alexander,1887.0,USA,alexape01,pete,alexander
Scott,Alexander,1989.0,USA,alexasc01,scott,alexander
Tyler,Alexander,1994.0,USA,alexaty01,tyler,alexander
Walt,Alexander,1891.0,USA,alexawa01,walt,alexander
A. J.,Alexy,1998.0,USA,alexyaj01,a. j.,alexy
Jason,Alfaro,1977.0,USA,alfarja01,jason,alfaro
Jorge,Alfaro,1993.0,Colombia,alfarjo01,jorge,alfaro
Antonio,Alfonseca,1972.0,D.R.,alfonan01,antonio,alfonseca
Edgardo,Alfonzo,1973.0,Venezuela,alfoned01,edgardo,alfonzo
Eliezer,Alfonzo,1979.0,Venezuela,alfonel01,eliezer,alfonzo
Anthony,Alford,1994.0,USA,alforan01,anthony,alford
Luis,Alicea,1965.0,P.R.,alicelu01,luis,alicea
Andy,Allanson,1961.0,USA,allanan01,andy,allanson
Brian,Allard,1958.0,USA,allarbr01,brian,allard
Kolby,Allard,1997.0,USA,allarko01,kolby,allard
Cam,Alldred,1996.0,USA,alldrca01,cam,alldred
Austin,Allen,1994.0,USA,allenau01,austin,allen
Bernie,Allen,1939.0,USA,allenbe01,bernie,allen
Bob,Allen,1894.0,USA,allenbo02,bob,allen
Bob,Allen,1867.0,USA,allenbo01,bob,allen
Bob,Allen,1937.0,USA,allenbo04,bob,allen
Brandon,Allen,1986.0,USA,allenbr01,brandon,allen
Chad,Allen,1975.0,USA,allench01,chad,allen
Cody,Allen,1988.0,USA,allenco01,cody,allen
Dick,Allen,1942.0,USA,allendi01,dick,allen
Dusty,Allen,1972.0,USA,allendu01,dusty,allen
Earl,Allen,1914.0,USA,allenbo03,earl,allen
Ethan,Allen,1904.0,USA,allenet01,ethan,allen
Frank,Allen,1888.0,USA,allenfr01,frank,allen
Greg,Allen,1993.0,USA,allengr01,greg,allen
Ham,Allen,1846.0,USA,allenha01,ham,allen
Hank,Allen,1940.0,USA,allenha02,hank,allen
Hezekiah,Allen,1863.0,USA,allenhe01,hezekiah,allen
Horace,Allen,1899.0,USA,allenho01,horace,allen
Jack,Allen,1855.0,USA,allenja01,jack,allen
Jamie,Allen,1958.0,USA,allenja02,jamie,allen
John,Allen,1890.0,USA,allenjo01,john,allen
Johnny,Allen,1904.0,USA,allenjo02,johnny,allen
Kim,Allen,1953.0,USA,allenki01,kim,allen
Lloyd,Allen,1950.0,USA,allenll01,lloyd,allen
Logan,Allen,1997.0,USA,allenlo01,logan,allen
Logan,Allen,1998.0,USA,allenlo02,logan,allen
Luke,Allen,1978.0,USA,allenlu01,luke,allen
Myron,Allen,1854.0,USA,allenmy01,myron,allen
Neil,Allen,1958.0,USA,allenne01,neil,allen
Newt,Allen,1901.0,USA,allenne02,newt,allen
Nick,Allen,1888.0,USA,allenni01,nick,allen
Nick,Allen,1998.0,USA,allenni02,nick,allen
Pete,Allen,1868.0,USA,allenpe01,pete,allen
Rod,Allen,1959.0,USA,allenro02,rod,allen
Ron,Allen,1943.0,USA,allenro01,ron,allen
Sled,Allen,1886.0,USA,allensl01,sled,allen
Gary,Allenson,1955.0,USA,allenga01,gary,allenson
Jermaine,Allensworth,1972.0,USA,allenje01,jermaine,allensworth
Gene,Alley,1940.0,USA,alleyge01,gene,alley
Nick,Allgeyer,1996.0,USA,allgeni01,nick,allgeyer
Gair,Allie,1931.0,USA,alliega01,gair,allie
Bob,Allietta,1952.0,USA,alliebo01,bob,allietta
Andy,Allison,1848.0,USA,allisan01,andy,allison
Art,Allison,1849.0,USA,allisar01,art,allison
Bill,Allison,1850.0,USA,allisbi01,bill,allison
Bob,Allison,1934.0,USA,allisbo01,bob,allison
Dana,Allison,1966.0,USA,allisda01,dana,allison
Doug,Allison,1846.0,USA,allisdo01,doug,allison
Mack,Allison,1887.0,USA,allisma01,mack,allison
Milo,Allison,1890.0,USA,allismi01,milo,allison
Beau,Allred,1965.0,USA,allrebe01,beau,allred
Mel,Almada,1913.0,Mexico,almadme01,mel,almada
Armando,Almanza,1972.0,USA,almanar01,armando,almanza
Carlos,Almanzar,1973.0,D.R.,almanca01,carlos,almanzar
Rafael,Almeida,1887.0,Cuba,almeira01,rafael,almeida
Bill,Almon,1952.0,USA,almonbi01,bill,almon
Abraham,Almonte,1989.0,D.R.,almonab01,abraham,almonte
Edwin,Almonte,1976.0,D.R.,almoned01,edwin,almonte
Erick,Almonte,1978.0,D.R.,almoner01,erick,almonte
Hector,Almonte,1975.0,D.R.,almonhe01,hector,almonte
Miguel,Almonte,1993.0,D.R.,almonmi01,miguel,almonte
Yency,Almonte,1994.0,USA,almonye01,yency,almonte
Zoilo,Almonte,1989.0,D.R.,almonzo01,zoilo,almonte
Albert,Almora,1994.0,USA,almoral01,albert,almora
Luis,Aloma,1923.0,Cuba,alomalu01,luis,aloma
Roberto,Alomar,1968.0,P.R.,alomaro01,roberto,alomar
Sandy,Alomar,1943.0,P.R.,alomasa01,sandy,alomar
Sandy,Alomar,1966.0,P.R.,alomasa02,sandy,alomar
Pete,Alonso,1994.0,USA,alonspe01,pete,alonso
Yonder,Alonso,1987.0,Cuba,alonsyo01,yonder,alonso
Felipe,Alou,1935.0,D.R.,aloufe01,felipe,alou
Jesus,Alou,1942.0,D.R.,alouje01,jesus,alou
Matty,Alou,1938.0,D.R.,alouma01,matty,alou
Moises,Alou,1966.0,USA,aloumo01,moises,alou
Whitey,Alpermann,1879.0,USA,alperwh01,whitey,alpermann
Dell,Alston,1952.0,USA,alstode01,dell,alston
Garvin,Alston,1971.0,USA,alstoga01,garvin,alston
Tom,Alston,1926.0,USA,alstoto01,tom,alston
Walter,Alston,1911.0,USA,alstowa01,walter,alston
Porfi,Altamirano,1952.0,Nicaragua,altampo01,porfi,altamirano
Dan,Altavilla,1992.0,USA,altavda01,dan,altavilla
Ernie,Alten,1894.0,USA,altener01,ernie,alten
Jesse,Altenburg,1893.0,USA,altenje01,jesse,altenburg
Aaron,Altherr,1991.0,Germany,altheaa01,aaron,altherr
Dave,Altizer,1876.0,USA,altizda01,dave,altizer
George,Altman,1933.0,USA,altmage01,george,altman
Joe,Altobelli,1932.0,USA,altobjo01,joe,altobelli
Nick,Altrock,1876.0,USA,altroni01,nick,altrock
Jose,Altuve,1990.0,Venezuela,altuvjo01,jose,altuve
Jake,Alu,1997.0,USA,aluja01,jake,alu
George,Alusik,1935.0,USA,alusige01,george,alusik
Jose,Alvarado,1995.0,Venezuela,alvarjo03,jose,alvarado
Luis,Alvarado,1949.0,P.R.,alvarlu01,luis,alvarado
Abe,Alvarez,1982.0,USA,alvarab01,abe,alvarez
Armando,Alvarez,1994.0,USA,alvarar01,armando,alvarez
Clemente,Alvarez,1968.0,Venezuela,alvarcl01,clemente,alvarez
Dariel,Alvarez,1988.0,Cuba,alvarda02,dariel,alvarez
Dario,Alvarez,1989.0,D.R.,alvarda01,dario,alvarez
Eddy,Alvarez,1990.0,USA,alvared01,eddy,alvarez
Francisco,Alvarez,2001.0,Venezuela,alvarfr01,francisco,alvarez
Gabe,Alvarez,1974.0,Mexico,alvarga01,gabe,alvarez
Henderson,Alvarez,1990.0,Venezuela,alvarhe01,henderson,alvarez
Jose,Alvarez,1956.0,USA,alvarjo01,jose,alvarez
Jose,Alvarez,1989.0,Venezuela,alvarjo02,jose,alvarez
Juan,Alvarez,1973.0,USA,alvarju01,juan,alvarez
Nacho,Alvarez,2003.0,USA,alvarna01,nacho,alvarez
Orlando,Alvarez,1952.0,P.R.,alvaror01,orlando,alvarez
Ossie,Alvarez,1933.0,Cuba,alvaros01,ossie,alvarez
Pedro,Alvarez,1987.0,D.R.,alvarpe01,pedro,alvarez
R. J.,Alvarez,1991.0,USA,alvarrj01,r. j.,alvarez
Rogelio,Alvarez,1938.0,Cuba,alvarro01,rogelio,alvarez
Tavo,Alvarez,1971.0,Mexico,alvarta01,tavo,alvarez
Tony,Alvarez,1979.0,Venezuela,alvarto01,tony,alvarez
Victor,Alvarez,1976.0,Mexico,alvarvi01,victor,alvarez
Wilson,Alvarez,1970.0,Venezuela,alvarwi01,wilson,alvarez
Yordan,Alvarez,1997.0,Cuba,alvaryo01,yordan,alvarez
Max,Alvis,1938.0,USA,alvisma01,max,alvis
Billy,Alvord,1863.0,USA,alvorbi01,billy,alvord
Brant,Alyea,1940.0,USA,alyeabr01,brant,alyea
Adbert,Alzolay,1995.0,Venezuela,alzolad01,adbert,alzolay
Adael,Amador,2003.0,D.R.,amadoad01,adael,amador
Joey,Amalfitano,1934.0,USA,amalfjo01,joey,amalfitano
Rich,Amaral,1962.0,USA,amarari01,rich,amaral
Alexi,Amarista,1989.0,Venezuela,amarial01,alexi,amarista
Ruben,Amaro,1936.0,Mexico,amaroru01,ruben,amaro
Ruben,Amaro,1965.0,USA,amaroru02,ruben,amaro
Jacob,Amaya,1998.0,USA,amayaja01,jacob,amaya
Miguel,Amaya,1999.0,Panama,amayami01,miguel,amaya
Wayne,Ambler,1915.0,USA,amblewa01,wayne,ambler
Chip,Ambres,1979.0,USA,ambrech01,chip,ambres
Hector,Ambriz,1984.0,USA,ambrihe01,hector,ambriz
Trey,Amburgey,1994.0,USA,amburtr01,trey,amburgey
Ed,Amelung,1959.0,USA,amelued01,ed,amelung
Red,Ames,1882.0,USA,amesre01,red,ames
Steve,Ames,1988.0,USA,amesst01,steve,ames
Alfredo,Amezaga,1978.0,Mexico,amezaal01,alfredo,amezaga
Doc,Amole,1874.0,USA,amoledo01,doc,amole
Vicente,Amor,1932.0,Cuba,amorvi01,vicente,amor
Sandy,Amoros,1930.0,Cuba,amorosa01,sandy,amoros
Walter,Ancker,1893.0,USA,anckewa01,walter,ancker
Larry,Andersen,1953.0,USA,anderla02,larry,andersen
Alf,Anderson,1914.0,USA,anderal01,alf,anderson
Allan,Anderson,1964.0,USA,anderal02,allan,anderson
Andy,Anderson,1922.0,USA,anderan01,andy,anderson
Bill,Anderson,1865.0,USA,robinbi01,bill,anderson
Bill,Anderson,1895.0,USA,anderbi01,bill,anderson
Bob,Anderson,1935.0,USA,anderbo01,bob,anderson
Brady,Anderson,1964.0,USA,anderbr01,brady,anderson
Brett,Anderson,1988.0,USA,anderbr04,brett,anderson
Brian,Anderson,1972.0,USA,anderbr02,brian,anderson
Brian,Anderson,1982.0,USA,anderbr03,brian,anderson
Brian,Anderson,1993.0,USA,anderbr06,brian,anderson
Bryan,Anderson,1986.0,USA,anderbr05,bryan,anderson
Bud,Anderson,1956.0,USA,anderbu01,bud,anderson
Chase,Anderson,1987.0,USA,anderch01,chase,anderson
Cody,Anderson,1990.0,USA,anderco01,cody,anderson
Craig,Anderson,1938.0,USA,andercr01,craig,anderson
Dave,Anderson,1960.0,USA,anderda02,dave,anderson
Dave,Anderson,1868.0,USA,anderda01,dave,anderson
Drew,Anderson,1994.0,USA,anderdr02,drew,anderson
Drew,Anderson,1981.0,USA,anderdr01,drew,anderson
Dwain,Anderson,1947.0,USA,anderdw01,dwain,anderson
Ferrell,Anderson,1918.0,USA,anderfe01,ferrell,anderson
Fred,Anderson,1885.0,USA,anderfr01,fred,anderson
Garret,Anderson,1972.0,USA,anderga01,garret,anderson
George,Anderson,1889.0,USA,anderge01,george,anderson
Goat,Anderson,1880.0,USA,andergo01,goat,anderson
Grant,Anderson,1997.0,USA,andergr01,grant,anderson
Hal,Anderson,1904.0,USA,anderha01,hal,anderson
Harry,Anderson,1931.0,USA,anderha02,harry,anderson
Ian,Anderson,1998.0,USA,anderia01,ian,anderson
Jason,Anderson,1979.0,USA,anderja01,jason,anderson
Jim,Anderson,1957.0,USA,anderji01,jim,anderson
Jimmy,Anderson,1976.0,USA,anderji02,jimmy,anderson
John,Anderson,1929.0,USA,anderjo02,john,anderson
John,Anderson,1873.0,Norway,anderjo01,john,anderson
Josh,Anderson,1982.0,USA,anderjo03,josh,anderson
Justin,Anderson,1992.0,USA,anderju01,justin,anderson
Kent,Anderson,1963.0,USA,anderke01,kent,anderson
Larry,Anderson,1952.0,USA,anderla01,larry,anderson
Lars,Anderson,1987.0,USA,anderla03,lars,anderson
Marlon,Anderson,1974.0,USA,anderma02,marlon,anderson
Matt,Anderson,1976.0,USA,anderma01,matt,anderson
Mike,Anderson,1951.0,USA,andermi01,mike,anderson
Mike,Anderson,1966.0,USA,andermi02,mike,anderson
Nick,Anderson,1990.0,USA,anderni01,nick,anderson
Red,Anderson,1912.0,USA,anderre01,red,anderson
Rick,Anderson,1956.0,USA,anderri02,rick,anderson
Rick,Anderson,1953.0,USA,anderri01,rick,anderson
Scott,Anderson,1962.0,USA,andersc01,scott,anderson
Shaun,Anderson,1994.0,USA,andersh01,shaun,anderson
Sparky,Anderson,1934.0,USA,andersp01,sparky,anderson
Tanner,Anderson,1993.0,USA,anderta01,tanner,anderson
Tim,Anderson,1993.0,USA,anderti01,tim,anderson
Tyler,Anderson,1989.0,USA,anderty01,tyler,anderson
Varney,Anderson,1866.0,USA,anderva01,varney,anderson
Walter,Anderson,1897.0,USA,anderwa01,walter,anderson
Wingo,Anderson,1886.0,USA,anderwi01,wingo,anderson
Robert,Andino,1984.0,USA,andinro01,robert,andino
Steve,Andrade,1978.0,USA,andrast01,steve,andrade
John,Andre,1923.0,USA,andrejo01,john,andre
John,Andreoli,1990.0,USA,andrejo03,john,andreoli
Ernie,Andres,1918.0,USA,andreer01,ernie,andres
Kim,Andrew,1953.0,USA,andreki01,kim,andrew
Clayton,Andrews,1997.0,USA,andrecl02,clayton,andrews
Clayton,Andrews,1978.0,USA,andrecl01,clayton,andrews
Ed,Andrews,1859.0,USA,andreed01,ed,andrews
Elbert,Andrews,1901.0,USA,andreel01,elbert,andrews
Fred,Andrews,1952.0,USA,andrefr01,fred,andrews
Hub,Andrews,1922.0,USA,andrehu01,hub,andrews
Ivy,Andrews,1907.0,USA,andreiv01,ivy,andrews
Jim,Andrews,1865.0,USA,andreji01,jim,andrews
John,Andrews,1949.0,USA,andrejo02,john,andrews
Mike,Andrews,1943.0,USA,andremi01,mike,andrews
Nate,Andrews,1913.0,USA,andrena01,nate,andrews
Rob,Andrews,1952.0,USA,andrero01,rob,andrews
Shane,Andrews,1971.0,USA,andresh01,shane,andrews
Stan,Andrews,1917.0,USA,andrest01,stan,andrews
Wally,Andrews,1859.0,USA,andrewa01,wally,andrews
Matt,Andriese,1989.0,USA,andrima01,matt,andriese
Bill,Andrus,1907.0,USA,andrubi01,bill,andrus
Elvis,Andrus,1988.0,Venezuela,andruel01,elvis,andrus
Fred,Andrus,1850.0,USA,andrufr01,fred,andrus
Wyman,Andrus,1858.0,CAN,andruwi01,wyman,andrus
Joaquin,Andujar,1952.0,D.R.,andujjo01,joaquin,andujar
